Date,Dive,Site,Site_Depth_m,Quadrat,Quadrat_Depth_m,Species,Diameter,Notes
5/13/2023,2,Honaunau_1,6,L14,5.7,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L14,5.7,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,L14,5.7,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L14,5.7,Heterocentrotus mamillatus,6.5,
5/13/2023,2,Honaunau_1,6,L14,5.7,Echinothrix calamaris,5,
5/13/2023,2,Honaunau_1,6,L15,5.3,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,L15,5.3,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L15,5.3,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,L15,5.3,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,L15,5.3,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L15,5.3,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L15,5.3,Echinometra mathaei,3,
5/13/2023,2,Honaunau_1,6,L15,5.3,Echinometra mathaei,2.5,
5/13/2023,3,Honaunau_1,6,L16,,Heterocentrotus mamillatus ,5,
5/13/2023,3,Honaunau_1,6,L16,,Heterocentrotus mamillatus ,6,
5/13/2023,3,Honaunau_1,6,L16,,Heterocentrotus mamillatus ,6.5,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,2.5,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,3,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,3,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,1.5,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,2.5,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,3,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,2.5,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,0.5,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,1.5,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,3,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,2.5,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,3,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,2.5,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,1.5,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,2.5,
5/13/2023,3,Honaunau_1,6,L16,,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,L17,,Tripneustes gratilla,7,
5/13/2023,3,Honaunau_1,6,L17,,Echinometra mathaei,4,
5/13/2023,3,Honaunau_1,6,L17,,Echinometra mathaei,1.5,
5/13/2023,3,Honaunau_1,6,L17,,Echinometra mathaei,3,
5/13/2023,3,Honaunau_1,6,L17,,Echinometra mathaei,1.5,
5/13/2023,3,Honaunau_1,6,L17,,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,L17,,Echinometra mathaei,3.5,
5/13/2023,3,Honaunau_1,6,L17,,Echinometra mathaei,2.5,
5/13/2023,3,Honaunau_1,6,L17,,Echinometra mathaei,1.5,
5/13/2023,3,Honaunau_1,6,L17,,Echinometra mathaei,3,
5/13/2023,3,Honaunau_1,6,L17,,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K1,3.4,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K1,3.4,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,K1,3.4,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,K1,3.4,Echinometra mathaei,5,
5/13/2023,4,Honaunau_1,3,K1,3.4,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K1,3.4,Echinometra mathaei,5,
5/13/2023,4,Honaunau_1,3,K1,3.4,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,K1,3.4,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,K1,3.4,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,K2,3.1,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,K2,3.1,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K2,3.1,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K2,3.1,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K2,3.1,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,K3,2.9,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K3,2.9,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K3,2.9,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K3,2.9,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K3,2.9,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K3,2.9,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K3,2.9,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K3,2.9,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,K3,2.9,Heterocentrotus mamillatus,10,
5/13/2023,4,Honaunau_1,3,K3,2.9,Heterocentrotus mamillatus,8,
5/13/2023,4,Honaunau_1,3,K3,2.9,Diadema savignyi,5,
5/13/2023,4,Honaunau_1,3,K3,2.9,Diadema paucispinum,15,
5/13/2023,4,Honaunau_1,3,K4,3,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,K4,3,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,K4,3,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K4,3,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K4,3,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,K4,3,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,K4,3,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,K4,3,Echinometra mathaei,0.5,
5/13/2023,4,Honaunau_1,3,K4,3,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,K4,3,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,K4,3,Echinometra mathaei,0.5,
5/13/2023,4,Honaunau_1,3,K4,3,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K4,3,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,K4,3,Echinothrix calamaris,12,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,4.5,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,0.5,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,K5,3.4,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K5,3.4,Diadema savignyi,8,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,6,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,K6,2.8,Heterocentrotus mamillatus,2.5,
5/13/2023,4,Honaunau_1,3,K6,2.8,Echinostrephus aciculatus,1,
5/13/2023,4,Honaunau_1,3,K7,3,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K7,3,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K7,3,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,K7,3,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K7,3,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,K7,3,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,K7,3,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K7,3,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,K7,3,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K7,3,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,K7,3,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K7,3,Heterocentrotus mamillatus,7,
5/13/2023,4,Honaunau_1,3,K7,3,Heterocentrotus mamillatus,6,
5/13/2023,4,Honaunau_1,3,K8,4.1,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K8,4.1,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,K8,4.1,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,K8,4.1,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K8,4.1,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,K8,4.1,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K9,3,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,K9,3,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K9,3,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,K10,2.8,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,K10,2.8,Diadema paucispinum,6,
5/13/2023,4,Honaunau_1,3,K10,2.8,Diadema paucispinum,7,
5/13/2023,4,Honaunau_1,3,L1,3.8,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L1,3.8,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L1,3.8,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L1,3.8,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L1,3.8,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L1,3.8,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L1,3.8,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L1,3.8,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,0.5,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L2,3.1,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L2,3.1,Heterocentrotus mamillatus,4,
5/13/2023,4,Honaunau_1,3,L3,3,Tripneustes gratilla,9,
5/13/2023,4,Honaunau_1,3,L3,3,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L3,3,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L3,3,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L3,3,Echinometra mathaei,0.5,
5/13/2023,4,Honaunau_1,3,L3,3,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L3,3,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L3,3,Diadema paucispinum,8,
5/13/2023,4,Honaunau_1,3,L4,2.6,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L4,2.6,Echinometra mathaei,0.5,
5/13/2023,4,Honaunau_1,3,L4,2.6,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L4,2.6,Echinometra mathaei,0.5,
5/13/2023,4,Honaunau_1,3,L4,2.6,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L4,2.6,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L4,2.6,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L4,2.6,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L4,2.6,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L4,2.6,Heterocentrotus mamillatus,4,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,0.5,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,0.5,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L5,3.1,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L5,3.1,Heterocentrotus mamillatus,4.5,
5/13/2023,4,Honaunau_1,3,L6,3.3,Echinostrephus aciculatus,1,
5/13/2023,4,Honaunau_1,3,L6,3.3,Echinostrephus aciculatus,2,
5/13/2023,4,Honaunau_1,3,L6,3.3,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L6,3.3,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,L6,3.3,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L6,3.3,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L6,3.3,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L6,3.3,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,L6,3.3,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L6,3.3,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,L6,3.3,Echinometra mathaei,4.5,
5/13/2023,4,Honaunau_1,3,L6,3.3,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L6,3.3,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L6,3.3,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L7,2.9,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L7,2.9,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L7,2.9,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L7,2.9,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L7,2.9,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L7,2.9,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L7,2.9,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L7,2.9,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L7,2.9,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L7,2.9,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L7,2.9,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L7,2.9,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L7,2.9,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L7,2.9,Heterocentrotus mamillatus,6,
5/13/2023,4,Honaunau_1,3,L7,2.9,Heterocentrotus mamillatus,6.5,
5/13/2023,4,Honaunau_1,3,L7,2.9,Heterocentrotus mamillatus,5,
5/13/2023,4,Honaunau_1,3,L7,2.9,Heterocentrotus mamillatus,6,
5/13/2023,4,Honaunau_1,3,L7,2.9,Heterocentrotus mamillatus,6.5,
5/13/2023,4,Honaunau_1,3,L7,2.9,Echinothrix calamaris,10.5,
5/13/2023,4,Honaunau_1,3,L8,2.6,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L8,2.6,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L8,2.6,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L8,2.6,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L8,2.6,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L8,2.6,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,L8,2.6,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L8,2.6,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L8,2.6,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L8,2.6,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L8,2.6,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L8,2.6,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L8,2.6,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,0.5,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L9,3.5,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,L9,3.5,Heterocentrotus mamillatus,5.5,
5/13/2023,4,Honaunau_1,3,L9,3.5,Heterocentrotus mamillatus,5,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,0.5,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,3.5,
5/13/2023,4,Honaunau_1,3,L10,3.6,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L10,3.6,Heterocentrotus mamillatus,6,
5/13/2023,4,Honaunau_1,3,L10,3.6,Tripneustes gratilla,1.5,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,4,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,1.5,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,1,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,3,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,2.5,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,2,
5/13/2023,4,Honaunau_1,3,L11,2.8,Echinometra mathaei,3,
